n_sim,top_down,n_env,cor
8,True,2,0.6686103050665599
8,True,3,0.47056651814540496
8,True,4,0.31578552957898404
8,True,5,0.28302191112465963
8,True,6,0.13978537877248023
8,True,7,0.07594903488165972
8,True,8,0.17204412972540684
8,True,9,0.06263862220776352
8,True,10,0.07910148629654631
8,True,11,0.1542207031593824
8,True,12,0.14494514993654167
8,True,13,0.1396579196673603
8,True,14,0.17789806262537047
8,True,15,0.0881899239604556
8,True,16,0.11153997737249903
8,True,17,0.05219731389306515
8,True,18,0.18556081047035947
8,True,19,0.12376496064061879
8,True,20,0.15584198764124635
8,True,21,0.1069335442280147
8,False,1,0.8061245249767487
8,False,2,0.46445149805877717
8,False,3,0.3587294263063581
8,False,4,0.31175195621695534
8,False,5,0.42333355367631087
8,False,6,0.46179637731460643
8,False,7,0.5875975764764051
8,False,8,0.37585817390622256
8,False,9,0.40592542275737614
8,False,10,0.4023988183170413
8,False,11,0.4364767777651826
8,False,12,0.23710875149524413
8,False,13,0.32051918402587076
8,False,14,0.4534292343355314
8,False,15,0.37837782365332834
8,False,16,0.3392880062314494
8,False,17,0.5268528587987252
8,False,18,0.5278547019062748
8,False,19,0.5171265018541147
8,False,20,0.3657774017773294
8,False,21,0.3322011958864466
9,True,1,0.9035083360753936
9,True,2,0.6159198421621175
9,True,3,0.447953446219017
9,True,4,0.33243070471063296
9,True,5,0.1886654605182828
9,True,6,0.14757023728944815
9,True,7,0.16425470580638646
9,True,8,0.19310982225346138
9,True,9,0.16022290835840608
9,True,10,0.13385457685554183
9,True,11,0.13476010337033043
9,True,12,0.15318769968622076
9,True,13,0.18667882546020265
9,True,14,0.2100278194935688
9,True,15,0.05958460303084321
9,True,16,0.23243047649515994
9,True,17,0.07973106205061019
9,True,18,0.13110009126717595
9,True,19,0.05696644345470877
9,True,20,0.20411179845872873
9,True,21,0.22407027155682832
9,False,1,0.8800430270788796
9,False,2,0.4427659475404272
9,False,3,0.4503469886437123
9,False,4,0.40320400783533245
9,False,5,0.06938837572505216
9,False,6,0.3514839320043837
9,False,7,0.38128827100664353
9,False,8,0.3373160883202677
9,False,9,0.3888374869332763
9,False,10,0.2574315969862357
9,False,11,0.4996636929648619
9,False,12,0.2669321647305582
9,False,13,0.3764643188498484
9,False,14,0.2886574047214779
9,False,15,0.3651807785665347
9,False,16,0.39066744780489665
9,False,17,0.3185408184554399
9,False,18,0.2960849665120356
9,False,19,0.5015786387269702
9,False,20,0.35330397801447516
9,False,21,0.3353808731591939
10,True,1,0.9647640879240404
10,True,2,0.7235855893448675
10,True,3,0.5188416546538802
10,True,4,0.17586830593667802
10,True,5,0.24699963219042487
10,True,6,0.1626473569615041
10,True,7,0.08362154675126263
10,True,8,0.14064956241607576
10,True,9,0.19488215677696863
10,True,10,0.11793484968284852
10,True,11,0.0553458755466023
10,True,12,0.20510725904957985
10,True,13,0.15584476341832937
10,True,14,0.21949826383645296
10,True,15,0.21857976772621565
10,True,16,0.0939126142668365
10,True,17,0.09923750954134203
10,True,18,0.02528663851806674
10,True,19,0.092110804754354
10,True,20,0.1746875104332964
10,True,21,0.056860820922252225
10,False,1,0.8940236192870396
10,False,2,0.4393088509711592
10,False,3,0.3286850219097699
10,False,4,0.38652227510106923
10,False,5,0.39645397613363753
10,False,6,0.44678431418567255
10,False,7,0.29199096348339615
10,False,8,0.2548918123325117
10,False,9,0.29665677703525406
10,False,10,0.3397308416819168
10,False,11,0.36678347822627627
10,False,12,0.3681542240297293
10,False,13,0.41923494902858194
10,False,14,0.2660549565163252
10,False,15,0.25120640851396947
10,False,16,0.2971778099053256
10,False,17,0.24882516382919845
10,False,18,0.3884336364379064
10,False,19,0.21286871103703034
10,False,20,0.21999717390182738
10,False,21,0.3814346449245544
8,True,1,nan
8,True,2,nan
1,True,1,0.5610058020406448
1,True,2,0.517190633799454
1,False,1,0.919314232573862
1,False,2,0.6277805345774538
1,False,1,0.8938820224504187
1,True,1,0.1519257358404154
1,True,1,0.7652188180579542
1,True,1,0.804841543698812
1,True,1,0.8723111429838818
